19,84,148,15,157,180,180,myGesture
19,85,127,8,164,180,180,myGesture
19,86,131,15,156,180,180,myGesture
19,87,126,9,156,180,180,myGesture
19,88,111,25,160,180,180,myGesture
19,89,136,8,157,180,180,myGesture
19,90,125,12,149,180,180,myGesture
19,91,119,11,154,180,180,myGesture
19,92,147,5,168,175,180,myGesture
19,93,155,8,158,180,180,myGesture
19,94,129,17,146,180,180,myGesture
19,95,126,19,146,168,180,myGesture
19,96,132,14,156,180,180,myGesture
19,97,146,1,149,180,180,myGesture
19,98,136,19,148,180,180,myGesture
19,99,113,19,166,180,180,myGesture
20,0,165,19,154,180,180,myGesture
20,1,140,20,171,180,180,myGesture
20,2,153,11,172,180,180,myGesture
20,3,153,1,159,165,180,myGesture
20,4,152,5,159,180,180,myGesture
20,5,158,20,169,180,180,myGesture
20,6,157,8,157,180,180,myGesture
20,7,153,9,180,180,180,myGesture
20,8,149,15,157,163,180,myGesture
20,9,153,9,180,180,180,myGesture
20,10,156,1,176,180,180,myGesture
20,11,145,2,156,180,180,myGesture
20,12,154,10,166,154,180,myGesture
20,13,168,10,159,180,180,myGesture
20,14,140,17,163,180,180,myGesture
20,15,145,10,178,180,180,myGesture
20,16,157,9,172,180,180,myGesture
20,17,166,12,161,165,180,myGesture
20,18,153,7,157,138,180,myGesture
20,19,162,11,172,180,180,myGesture
20,20,153,14,158,180,180,myGesture
20,21,151,11,164,162,180,myGesture
20,22,143,6,164,163,180,myGesture
20,23,165,21,180,180,180,myGesture
20,24,149,6,168,180,180,myGesture
20,25,136,8,172,180,180,myGesture
20,26,140,6,172,168,180,myGesture
20,27,158,15,171,171,180,myGesture
20,28,153,16,170,180,180,myGesture
20,29,143,21,174,180,180,myGesture
20,30,149,11,168,171,180,myGesture
20,31,176,7,153,180,180,myGesture
20,32,145,19,164,171,180,myGesture
20,33,149,24,161,117,180,myGesture
20,34,165,15,174,180,180,myGesture
20,35,173,14,165,168,180,myGesture
20,36,154,12,175,180,180,myGesture
20,37,149,9,153,180,180,myGesture
20,38,157,12,177,180,180,myGesture
20,39,156,10,168,177,180,myGesture
20,40,140,2,165,180,180,myGesture
20,41,161,8,162,180,180,myGesture
20,42,164,9,167,180,180,myGesture
20,43,165,14,179,180,180,myGesture
20,44,157,14,176,180,180,myGesture
20,45,148,18,180,180,180,myGesture
20,46,154,18,170,180,180,myGesture
20,47,171,13,163,180,180,myGesture
20,48,168,18,169,180,180,myGesture
20,49,152,12,179,144,180,myGesture
20,50,145,14,165,141,180,myGesture
20,51,162,14,176,177,180,myGesture
20,52,167,24,172,180,180,myGesture
20,53,155,10,174,180,180,myGesture
20,54,163,10,169,180,180,myGesture
20,55,147,8,180,180,180,myGesture
20,56,175,18,180,180,180,myGesture
20,57,152,10,163,180,180,myGesture
20,58,143,13,176,180,180,myGesture
20,59,158,11,172,180,180,myGesture
20,60,152,13,170,180,180,myGesture
20,61,164,12,161,180,180,myGesture
20,62,145,12,162,180,180,myGesture
20,63,152,3,168,178,180,myGesture
20,64,146,10,174,180,180,myGesture
20,65,157,16,168,180,180,myGesture
20,66,136,11,176,180,180,myGesture
20,67,136,7,172,180,180,myGesture
20,68,156,14,179,180,180,myGesture
20,69,144,14,165,180,180,myGesture
20,70,142,21,166,180,180,myGesture
20,71,159,18,165,126,180,myGesture
20,72,163,10,180,180,180,myGesture
20,73,148,13,177,180,180,myGesture
20,74,151,18,169,168,180,myGesture
20,75,177,6,173,180,180,myGesture
20,76,146,14,172,160,180,myGesture
20,77,141,21,172,79,180,myGesture
20,78,142,17,171,180,180,myGesture
20,79,169,18,179,180,180,myGesture
20,80,151,7,170,180,180,myGesture
20,81,146,18,175,180,180,myGesture
20,82,158,14,172,180,180,myGesture
20,83,159,17,163,180,180,myGesture
20,84,156,6,163,180,180,myGesture
20,85,168,12,174,180,180,myGesture
20,86,151,22,172,180,180,myGesture
20,87,152,5,178,180,180,myGesture
20,88,159,7,155,180,180,myGesture
20,89,163,5,173,105,180,myGesture
20,90,154,19,176,105,180,myGesture
20,91,149,10,178,180,180,myGesture
20,92,161,10,171,172,180,myGesture
20,93,150,25,165,144,180,myGesture
20,94,163,15,167,180,180,myGesture
20,95,168,12,160,180,180,myGesture
20,96,150,13,167,175,180,myGesture
20,97,164,3,165,180,180,myGesture
20,98,156,6,173,180,180,myGesture
20,99,150,15,167,180,180,myGesture
21,0,118,20,158,177,180,myGesture
21,1,120,16,159,180,180,myGesture
21,2,115,18,161,180,180,myGesture
21,3,131,10,152,180,180,myGesture
21,4,106,6,155,180,180,myGesture
